ciBusinessName,ciFiscalCode,ptBusinessName,ptFiscalCode
AM.TER S.p.A,03684910106,Iren Mercato S.p.A.,1178580997
AM+ S.p.A.,02668270065,Intesa Sanpaolo SPA,799960158
Ama S.P.A.,05445891004,Poste Italiane S.P.A.,97103880585
Ama S.R.L.,01935420768,Noviservice srl,2789990922
AMA SPA,93033840872,Maggioli SPA,6188330150
AMAGA S.p.A.,11487760156,Softline srl,12299030150
"AMAP - Agenzia per l'innovazione nel settore agroalimentare e della pesca ""Marche Agricoltura Pesca""",01491360424,Regione Marche,80008630420
Amap S.P.A.,04797200823,Poste Italiane S.P.A.,97103880585
Amap S.P.A.,04797200823,Engineering Ingegneria Informatica SpA,967720285
AMAT SPA,01295850083,Dedagroup Public Services S.R.L.,1727860221
AMAT SPA,01295850083,P.R.T. S.p.A.,487700015
Ambiente Servizi Spa,01434200935,Dedagroup Public Services S.R.L.,1727860221
"AMBITO TERRITORIALE DI CACCIA VOMANO ""PIOMBA-FINO""",90006260674,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
AMET SPA,04938250729,Advanced Systems S.p.A.,3383350638
AMG Gas S.r.l.,05044850823,Intesa Sanpaolo SPA,799960158
Amga Legnano S.P.A.,10811500155,Poste Italiane S.P.A.,97103880585
Amga Legnano S.P.A.,10811500155,Next Step Solution,2554480349
Amga Legnano S.P.A.,10811500155,Softline srl,12299030150
Amiu Bonifiche S.p.A.,01266290996,Intesa Sanpaolo SPA,799960158
Amiu Genova Spa,03818890109,Intesa Sanpaolo SPA,799960158
Amnu Spa,01591960222,Provincia Autonoma di Trento,337460224
Anas Spa,80208450587,eRemind srl – PMPAY,11311050964
Anconambiente S.P.A.,01422820421,Poste Italiane S.P.A.,97103880585
ANDREANI TRIBUTI srl,01412920439,ANDREANI TRIBUTI srl,1412920439
ANMCO Associazione Nazionale Medici Cardiologi Ospedalieri,01301130488,Intesa Sanpaolo SPA,799960158
Aou Sassari - Azienda Ospedaliera Universitaria di Sassari,02268260904,Regione Autonoma della Sardegna,80002870923
Aps Holding Spa,03860240286,Regione del Veneto,80007580279
APSP 'San Giuseppe' di Primiero,00374850220,Provincia Autonoma di Trento,337460224
"Apsp ""Redenta Floriani""",81000810226,Provincia Autonoma di Trento,337460224
Apsp Casa di Riposo Fie allo Sciliar,80011960210,Alto Adige Riscossioni Spa,2805390214
Apsp Casa Lucia,91044090933,Regione Autonoma Friuli-Venezia Giulia,80014930327
Apsp Don Giuseppe Cumer,00516590221,Provincia Autonoma di Trento,337460224
Apsp Fondazione Casa di Riposo S. Valburga,82011080213,Alto Adige Riscossioni Spa,2805390214
Apsp Josefsheim Villandro,01085520219,Alto Adige Riscossioni Spa,2805390214
Apsp S.Lorenzo e S.Maria della Misericordia,81000970228,Provincia Autonoma di Trento,337460224
Apsp Santo Spirito,00961230216,Alto Adige Riscossioni Spa,2805390214
Apsp Ubaldo Campagnola,01124240225,Provincia Autonoma di Trento,337460224
Apsp Villa San Lorenzo,86003930228,Provincia Autonoma di Trento,337460224
APV Investimenti SpA,03292680273,Regione del Veneto,80007580279
ARCA - Nord Salento,00061820742,Poste Italiane S.P.A.,97103880585
ARCA - Nord Salento,00061820742,E-Fil S.r.l.,3789750100
ARCA - Nord Salento,00061820742,Regione Puglia,80017210727
Arca Capitanata,00131190712,P.A. Digitale spa,6628860964
Arca Servizi srl,09106071005,ARCA Servizi s.r.l,9106071005
ARCICONFRATERNITA DELLA MISERICORDIA DI PRATO,00441650488,Intesa Sanpaolo SPA,799960158
Arciconfraternita di Misericordia di Pistoia ODV,00106890478,Intesa Sanpaolo SPA,799960158
Arciconfraternita Immacolata Concezione e S. Angelo Custode,80061600633,E-Fil S.r.l.,3789750100
Arciconfraternita S.Anna e S. Carlo,80013830635,E-Fil S.r.l.,3789750100
AREA BLU S.P.A.,00828601203,Poste Italiane S.P.A.,97103880585
AREA BLU S.P.A.,00828601203,Lepida Spa,2770891204
AREA BLU S.P.A.,00828601203,BRAV SRL,2818030369
AREA S.R.L.,02971560046,WAN S.r.l.,3805290040
AREA S.R.L.,02971560046,E-Fil S.r.l.,3789750100
Area Science Park,00531590321,Dedagroup Public Services S.R.L.,1727860221
Arezzo Casa Spa,01781060510,KOINE' SRL,1934790971
Arezzo Multiservizi Srl,01938950514,Poste Italiane S.P.A.,97103880585
Arezzo Multiservizi Srl,01938950514,Next Step Solution,2554480349
Argea,90037020956,Regione Autonoma della Sardegna,80002870923
ARLAB Agenzia Regionale Lavoro e Apprendimento Basilicata,96085450763,Regione Basilicata,80002950766
ARNAS G. Brotzu,02315520920,Regione Autonoma della Sardegna,80002870923
AS Retigas S.r.l.,03167510365,E-Fil S.r.l.,3789750100
ASA S.r.l.,02151080427,Noviservice srl,2789990922
Ascanio Sobrero,91032760067,Ministero dell'istruzione e del merito,80185250588
Ascit Servizi Ambientali Spa,01052230461,Advanced Systems S.p.A.,3383350638
Asd Centrocampo,97503710010,Regione Piemonte,80087670016
ASD GAR REBAUDENGO,97526740010,Regione Piemonte,80087670016
ASD PROGETTO SPORT DI BORGATA,97590860017,Regione Piemonte,80087670016
ASD SPORTENTO US ACLI,97657290017,Regione Piemonte,80087670016
ASDCPS ATLETICO TAURINENSE,97784490019,Regione Piemonte,80087670016
Asea Azienda Speciale,01378640625,Poste Italiane S.P.A.,97103880585
ASEC TRADE SRL,03973800877,Engineering Ingegneria Informatica SpA,967720285
Aset SpA,01474680418,BRAV SRL,2818030369
Aset SpA,01474680418,Progetti e Soluzioni SPA,6423240727
Aset SpA,01474680418,ANDREANI TRIBUTI srl,1412920439
ASF SAN GIULIANO MILANESE  - AZIENDA SPECIALE SERVIZI FARMACEUTICI E SOCIO-SANITARI,11780060155,eRemind srl – PMPAY,11311050964
Asilo Infantile Clementi di Velo,80006810248,Regione del Veneto,80007580279
Asilo Infantile Scuola Materna,00207250259,Regione del Veneto,80007580279
Asis Salernitana Rete Ed Impianti S.P.A,00268520657,KOINE' SRL,1934790971
Asis Salernitana Rete Ed Impianti S.P.A,00268520657,Publiservizi srl,3218060659
Asl Foggia,03499370710,Regione Puglia,80017210727
ASL ROMA 4,04743741003,Regione Lazio,80143490581
ASM Bressanone SpA,01717730210,Alto Adige Riscossioni Spa,2805390214
Asm Costruire Insieme,02376190068,APKAPPA S.R.L.,8543640158
Asm Impianti e Servizi Ambientali SPA,02071890186,Next Step Solution,2554480349
ASM Multiservizi SPA,03091371215,E-Fil S.r.l.,3789750100
Asm Rovigo Spa,01037490297,Regione del Veneto,80007580279
ASM VENDITA E SERVIZI S.R.L.,01991100189,Intesa Sanpaolo SPA,799960158
Asm Voghera Spa,01429910183,Intesa Sanpaolo SPA,799960158
ASMT TORTONA S.P.A,02021850066,Intesa Sanpaolo SPA,799960158
ASMTERNI SPA,00693630550,ASSIST SPA,10596000017
ASMTERNI SPA,00693630550,Next Step Solution,2554480349
ASMTERNI SPA,00693630550,MUNICIPIA S.P.A.,1973900838
ASMTERNI SPA,00693630550,I.C.A. Imposte Comunali Affini Srl,2478610583
Asp 'Casa di Riposo Giuseppe Sirch',80011810308,Provincia Autonoma di Trento,337460224
Asp 'Casa di Riposo Giuseppe Sirch',80011810308,Regione Autonoma Friuli-Venezia Giulia,80014930327
Asp 'Pio e Ninetta Gavazzi',83007380153,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Asp Ambito 9,92024900422,Provincia Autonoma di Trento,337460224
Asp Azalea Azienda di Servizi alla Persona del Distretto di Ponente,91094630331,Provincia Autonoma di Trento,337460224
Asp Azalea Azienda di Servizi alla Persona del Distretto di Ponente,91094630331,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Asp Carlo Sartori,80011590355,Banco BPM Società per Azioni,9722490969
Asp Carlo Sartori,80011590355,Lepida Spa,2770891204
Asp Centro Servizi alla Persona,80006330387,Provincia Autonoma di Trento,337460224
Asp Circondario Imolese,02799561200,Lepida Spa,2770891204
Asp Circondario Imolese,02799561200,Next Step Solution,2554480349
ASP Citta' di Bologna,03337111201,Lepida Spa,2770891204
ASP Citta' di Bologna,03337111201,Argentea S.r.l.,2260390220
Asp Citta' di Siena,01170590523,Etruria p.a. S.r.l.,5883740481
Asp Collegio Morigi - De Cesaris,01531860334,Crédit Agricole Group Solutions Società Consortile per azioni,2771790348
Asp Dei Comuni della Bassa Romagna,02295380394,Provincia Autonoma di Trento,337460224
Asp Dei Comuni della Bassa Romagna,02295380394,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Asp Dei Comuni della Bassa Romagna,02295380394,Lepida Spa,2770891204
Asp del Delta Ferrarese,82005060387,Provincia Autonoma di Trento,337460224
Asp del Delta Ferrarese,82005060387,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
ASP della Carnia S. L. Scrosoppi,00170100309,Regione Autonoma Friuli-Venezia Giulia,80014930327
Asp della Romagna Faentina,02517840399,Provincia Autonoma di Trento,337460224
ASP delle Terre d'Argine,03169870361,Provincia Autonoma di Trento,337460224
Asp Eppi Manica Salvatori,01760920387,Dedagroup Public Services S.R.L.,1727860221
Asp Istituti Milanesi Martinitt e Stelline e Pio Albergo Trivulzio di Milano,04137830966,Regione Lombardia,80050050154
Asp Istituti Milanesi Martinitt e Stelline e Pio Albergo Trivulzio di Milano,04137830966,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Asp Istituti Milanesi Martinitt e Stelline e Pio Albergo Trivulzio di Milano,04137830966,APKAPPA S.R.L.,8543640158
ASP LAURA RODRIGUEZ Y LASO DE' BUOI,80007270376,Intesa Sanpaolo SPA,799960158
Asp Opus Civium,80010310359,Provincia Autonoma di Trento,337460224
Asp Opus Civium,80010310359,Lepida Spa,2770891204
Asp Pubblica Assistenza della Spezia,80001050113,E-Fil S.r.l.,3789750100
Asp Reggio Emilia Citta' delle Persone,01925120352,Banco BPM Società per Azioni,9722490969
Asp Reggio Emilia Citta' delle Persone,01925120352,BANCA MONTE DEI PASCHI DI SIENA,884060526
ASP Solidarieta' - Mons. D. Cadore,01324900933,Regione Autonoma Friuli-Venezia Giulia,80014930327
Asp Valloni Marecchia,04265920407,Intesa Sanpaolo SPA,799960158
Asp Valloni Marecchia,04265920407,Advanced Systems S.p.A.,3383350638
Aspes SpA,01423690419,Next Step Solution,2554480349
Aspes SpA,01423690419,Advanced Systems S.p.A.,3383350638
Asr Molise Acque,00249230707,P.A. Digitale spa,6628860964
Assemblea Legislativa - Regione Umbria,94065130547,Progetti e Soluzioni SPA,6423240727
Assemblea Legislativa delle Marche,80006310421,Regione Marche,80008630420
Assemblea Regionale Siciliana,97001200829,Intesa Sanpaolo SPA,799960158
ASSIST SPA,10596000017,ASSIST SPA,10596000017
Assm Spa Azienda Specializzata Settore Multiservizi,01210690432,Poste Italiane S.P.A.,97103880585
Associazione Asilo Nido Saint-christophe - Quart - Brissogne,91025560078,Regione Autonoma Valle D'Aosta,80002270074
Associazione Cassa Nazionale di Previdenza ed Assistenza a favore dei Ragionieri e Periti Commerciali,80059790586,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Associazione Dei Comuni del Comprensorio Trigno Sinello,92017760692,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Associazione Nazionale Allevatori Specie Bufalina,80109780611,Intesa Sanpaolo SPA,799960158
Associazione Riccobio,97939990582,Italriscossioni Società Italiana di Fiscalità Locale S.r.l.,6092371001
ASSOCIAZIONE SPORTIVA STUDENTESCA,97693370013,Regione Piemonte,80087670016
ASSOCIAZIONE TANDEM TORINO ASD,97854750011,Regione Piemonte,80087670016
Associazione Tra Enti Locali per L'Attuazione del Patto Territoriale Sangro Aventino,01846480695,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
ASSP s.p.a.,02585280965,P.A. Digitale spa,6628860964
Asst Centro Specialistico Ortopedico Traumatologico Gaetano Pini Cto,09320530968,Regione Lombardia,80050050154
Asst Fatebenefratelli Sacco,09319690963,Regione Lombardia,80050050154
Asst Ovest Milanese,09319650967,Regione Lombardia,80050050154
Asst Rhodense,09323530965,Regione Lombardia,80050050154
Astea S.P.A.,01501460438,E-Fil S.r.l.,3789750100
ASTEM SPA,00791500150,P.A. Digitale spa,6628860964
ASTER AGENZIA SERVIZI AL TERRITORIO SRL,02071790204,Poste Italiane S.P.A.,97103880585
Asti Servizi Pubblici S.P.A.,01142420056,Intesa Sanpaolo SPA,799960158
Atac Civitanova Spa,01349510436,Poste Italiane S.P.A.,97103880585
Atac Civitanova Spa,01349510436,Intesa Sanpaolo SPA,799960158
Atac Spa Azienda per La Mobilita',06341981006,Poste Italiane S.P.A.,97103880585
Atac Spa Azienda per La Mobilita',06341981006,ROMA CAPITALE,2438750586
ATAP S.p.a,00188590939,E-Fil S.r.l.,3789750100
ATC ESERCIZIO SPA,01222260117,Regione Liguria,849050109
ATC MOBILITA’ E PARCHEGGI SPA,01199840115,BRAV SRL,2818030369
ATC N. 5 FIRENZE SUD,94270930483,Numera Sistemi e Informatica SpA,1265230902
ATENA TRADING Srl – a socio unico,02064090026,Iren Mercato S.p.A.,1178580997
ATER DI MATERA,00040490773,Regione Basilicata,80002950766
ATER DI MATERA,00040490773,Intesa Sanpaolo SPA,799960158
ATER Lanciano,00092320696,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
ATER TERAMO,00061800678,Progetti e Soluzioni SPA,6423240727
ATERNO GAS & POWER SRL,01872450661,Mercurio Service spa,1413270669
ATMOS SRL,01829550332,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
ATOMO NETWORKS SRL,06009080828,Advanced Systems S.p.A.,3383350638
ATVO S.P.A.,84002020273,Poste Italiane S.P.A.,97103880585
AUG.MA ARCICONFRATERNITA DELLA SS. TRINITA' DEI PELLEGRINI,80018840639,Intesa Sanpaolo SPA,799960158
AURICA ENERGIA SRL,11815230963,Intesa Sanpaolo SPA,799960158
AUSINO S.P.A.  SERVIZI IDRICI INTEGRATI,80032380653,Novares Spa,12105121003
AUTOLINEE GIACHINO S.R.L.,00060360054,Optimia Srls,10893490960
Automobile Club d'Italia,00493410583,Automobile Club d'Italia,493410583
Autorita' d'ambito Torinese,08581830018,"Unicredit, Societa' per Azioni",348170101
Autorita' di Bacino del Lario e Dei Laghi Minori,92045550131,Poste Italiane S.P.A.,97103880585
Autorita' di Bacino del Lario e Dei Laghi Minori,92045550131,Regione Lombardia,80050050154
Autorita' di Bacino del Lario e Dei Laghi Minori,92045550131,Maggioli SPA,6188330150
Autorita' di Bacino Lacuale Ceresio Piano e Ghirla,95079130134,APKAPPA S.R.L.,8543640158
Autorita' di Bacino Lacuale dei Laghi d'Iseo Endine e Moro,95127830164,Maggioli SPA,6188330150
Autorita' di Bacino Lacuale dei Laghi d'Iseo Endine e Moro,95127830164,APKAPPA S.R.L.,8543640158
Autorita' di Bacino Lacuale Dei Laghi Maggiore Comabbio Monate Varese,02902910120,Maggioli SPA,6188330150
Autorita' di Bacino Laghi Garda e Idro,96022970170,Dedagroup Public Services S.R.L.,1727860221
Autorita' di Regolazione Dei Trasporti,97772010019,Maggioli SPA,6188330150
Autorita' di Regolazione per Energia Reti e Ambiente,97190020152,P.A. Digitale spa,6628860964
Autorita' di Sistema Portuale del Mar Adriatico Orientale,00050540327,Regione Autonoma Friuli-Venezia Giulia,80014930327
AUTORITA' DI SISTEMA PORTUALE DEL MAR IONIO,90048270731,Servizi Locali SpA,3170580751
Autorita' di Sistema Portuale del Mar Ligure Orientale,91091240118,Regione Liguria,849050109
Autorita' di Sistema Portuale del Mar Tirreno Centrale,95255720633,eRemind srl – PMPAY,11311050964
Autorita' di Sistema Portuale del Mar Tirreno Centrale,95255720633,Next Step Solution,2554480349
Autorita' di sistema portuale del Mar Tirreno centro-settentrionale,01225340585,Novares Spa,12105121003
Autorita' di sistema portuale del Mar Tirreno centro-settentrionale,01225340585,Dedagroup Public Services S.R.L.,1727860221
Autorita' di Sistema Portuale del Mar Tirreno Settentrionale,92130540492,Dedagroup Public Services S.R.L.,1727860221
Autorita' di Sistema Portuale del Mare Adriatico Centrale,00093910420,Regione Marche,80008630420
Autorita' di Sistema portuale del Mare Adriatico centro-settentrionale,92033190395,Lepida Spa,2770891204
Autorita' di Sistema Portuale del Mare Adriatico Meridionale,08032850722,Regione Puglia,80017210727
Autorita' di sistema portuale del Mare Adriatico settentrionale,00184980274,Regione del Veneto,80007580279
Autorita' di Sistema portuale dello Stretto,80005610839,Novares Spa,12105121003
Autorita' Gestione Integrata Rifiuti Urbani Abruzzo,93104950667,Mercurio Service spa,1413270669
Autorita' Idrica Pugliese,07277870726,Regione Puglia,80017210727
Autorita' Nazionale Anticorruzione - A.N.AC.,97584460584,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Autorita' per Il Servizio di Gestione Integrata Dei Rifiuti Urbani Ato Toscana Centro,06209840484,Regione Toscana,1386030488
Autorita' per le Garanzie nelle Comunicazioni - AGCOM,95011660636,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",1484460587
Autorita' Portuale Regionale,91046100466,Regione Toscana,1386030488
Autorita' Umbra per Rifiuti e Idrico,03544350543,CREDEMTEL SpA,1378570350
Autorità di Sistema Portuale dei Mari Tirreno Meridionale e Ionio,91005020804,Regione Calabria,2205340793
Autorità di Sistema Portuale del Mar Ligure Occidentale,02443880998,Regione Liguria,849050109
Autorita di Sistema Portuale del Mare di Sardegna,00141450924,Numera Sistemi e Informatica SpA,1265230902
Autorita di sistema portuale del Mare di Sicilia Occidentale,00117040824,Banco BPM Società per Azioni,9722490969
Autorita di sistema portuale del Mare di Sicilia Occidentale,00117040824,P.A. Digitale spa,6628860964
Autorita di sistema portuale del Mare di Sicilia Occidentale,00117040824,"Unicredit, Societa' per Azioni",348170101
Autorita di Sistema Portuale del Mare di Sicilia Orientale,93083840897,Italriscossioni Società Italiana di Fiscalità Locale S.r.l.,6092371001
Autorita Garante della Concorrenza e del Mercato,97076950589,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Autorita Idrica Toscana,06209860482,"Unicredit, Societa' per Azioni",348170101
Autorita Idrica Toscana,06209860482,Intesa Sanpaolo SPA,799960158
Autoservizi Cerella Srl,00091920694,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
AUTOSTAZIONE DI BOLOGNA SRL,00313590374,Maggioli SPA,6188330150
Autostrada Pedemontana Lombarda Spa,08558150150,Regione Lombardia,80050050154
AUTOTRASPORTI RAINOLDI E C. S.R.L.,00476550140,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",53810149
Avvocatura dello Stato,80224030587,Lepida Spa,2770891204
Avvocatura Distrettuale Ancona,80017850423,Lepida Spa,2770891204
Avvocatura Distrettuale Bari,93003250722,Lepida Spa,2770891204
Avvocatura Distrettuale Bologna,80068910373,Lepida Spa,2770891204
Avvocatura Distrettuale Brescia,98093490179,Lepida Spa,2770891204
Avvocatura Distrettuale Cagliari,80011080928,Lepida Spa,2770891204
